initialPrice,sector,daysBeatSP,spvalue,priceChange100Days
9.61,Finance,59,2160.77,0.02081165452653497
9.82,Consumer Services,15,2088.87,0.02647657841140527
19.0,Finance,130,2191.08,-0.052105263157894655
11.81,Health Care,123,1987.98,0.9093988145639289
37.8333,Health Care,74,1390.78,-0.6255494498233038
6.0,Consumer Non-Durables,28,2441.32,-0.06166666666666668
9.7,Finance,52,2428.37,0.0040206185567010005
10.0,Finance,58,2475.42,0.014000000000000058
14.78,Health Care,138,1838.63,0.48849797023004066
33.1,Health Care,89,2129.9,-0.5770392749244713
26.98,Technology,118,2088.48,-0.03446997776130466
9.0,Technology,36,2035.33,0.07221111111111117
15.75,Technology,130,2023.04,0.11555555555555558
9.0,Consumer Services,143,2176.94,1.0799999999999998
19.8,Finance,131,2279.55,0.07525252525252517
58.88,Technology,100,1539.79,-0.38858695652173914
10.0,Finance,59,2519.36,0.0
5.15,Energy,112,1804.76,0.5844660194174757
42.0,Health Care,128,1626.67,0.07380952380952384
301.566,Consumer Durables,80,1896.65,0.1301671939144334
7.94,Health Care,143,1981.57,0.13979848866498745
7.9,Consumer Services,129,1694.16,0.055696202531645506
24.74,Health Care,132,2141.34,0.4195634599838318
14.1,Finance,105,1973.32,-0.03546099290780142
10.0,Health Care,118,1841.4,0.5810000000000001
12.54,Health Care,115,2084.43,0.0677830940988837
13.83,Energy,132,2294.69,-0.06218365871294284
6.57,Health Care,109,2098.48,-0.5068493150684932
9.9,Consumer Durables,76,1744.5,0.019191919191919142
11.6,Consumer Services,109,1931.34,-0.2258620689655172
30.01,Consumer Services,102,2409.75,0.10263245584805071
20.01,Consumer Services,128,2061.02,-0.10044977511244385
20.24,Consumer Services,128,1892.49,0.26778656126482225
24.95,Basic Industries,141,2294.69,0.3747494989979959
30.57,Finance,115,2412.91,0.14916584887144266
12.25,Consumer Non-Durables,127,2364.87,0.02040816326530612
23.33,Consumer Services,125,1877.86,0.0008572653236177938
9.64,Technology,103,2081.9,-0.31846473029045647
16.77,Health Care,127,2294.69,-0.07573047107930826
12.6446,Energy,138,1685.94,0.06836119766540656
10.41,Consumer Services,108,2124.29,-0.09702209414024973
20.91,Finance,133,2002.33,0.13629842180774757
9.75,Public Utilities,77,2091.7,0.027692307692307648
9.94,Public Utilities,85,1993.4,0.020120724346076566
8.0,Technology,47,2585.64,-0.32875
6.5,Miscellaneous,116,2039.68,0.2107692307692308
9.7,Finance,64,2391.17,0.0010309278350517075
10.0,Finance,79,2368.06,0.0019999999999999575
16.38,Health Care,94,2473.45,0.1611721611721612
73.5,Health Care,116,2091.18,-0.030476190476190407
15.15,Health Care,118,1872.18,0.3366336633663366
9.7,Finance,37,2440.69,0.0010309278350517075
9.9,Finance,70,2439.07,0.025252525252525252
105.0,Consumer Non-Durables,29,1544.26,0.4257142857142856
9.7,Health Care,95,2166.58,-0.5164948453608247
5.19,Technology,119,2017.81,1.6647398843930636
12.7837,Public Utilities,92,2002.61,0.2544333800073532
27.32,Capital Goods,126,1904.01,0.36859443631039535
71.0,Consumer Non-Durables,128,2068.76,0.04323943661971821
17.17,Health Care,67,2550.93,-0.015725101921957082
8.75,Health Care,116,1775.5,0.7622857142857142
45.0,Capital Goods,123,2074.33,-0.07399999999999997
9.6,Health Care,127,1630.74,0.7125000000000002
11.08,Health Care,118,2104.99,0.8700361010830324
28.0,Consumer Non-Durables,125,1838.63,0.09214285714285708
21.76,Consumer Services,132,1587.73,0.13281249999999986
18.0,Finance,148,2170.06,0.6855555555555556
19.25,Miscellaneous,113,1701.84,0.502077922077922
15.61,Health Care,123,1770.49,1.0506085842408712
20.5,Consumer Services,115,2399.29,0.0404878048780487
11.76,Capital Goods,119,2066.96,0.13265306122448983
18.06,Energy,130,2297.42,-0.1002214839424141
10.26,Health Care,70,2508.24,-0.05847953216374266
14.51,Health Care,131,1875.63,-0.06822880771881462
10.0,Health Care,107,2102.31,-0.607
9.96,Finance,15,2642.22,-0.007028112449799224
16.5,Consumer Services,117,1773.43,0.10121212121212131
14.91,Consumer Services,118,1507.84,0.14621059691482224
24.5,Consumer Services,111,2190.15,0.03836734693877556
12.12,Consumer Services,125,2279.55,0.5264026402640265
9.9,Consumer Durables,26,2088.87,0.021878787878787845
45.0148,Consumer Services,122,2012.1,0.21626665007952936
47.0,Consumer Services,129,2012.1,0.16085106382978728
22.31,Miscellaneous,114,2035.33,-0.21783953384132676
9.7,Finance,44,2187.02,0.01443298969072171
9.95,Finance,85,2090.1,0.03718592964824131
28.25,Consumer Services,124,1872.01,0.19150442477876095
9.51,Finance,109,1864.85,0.818086225026288
7.732,Health Care,110,2021.25,0.052237454733574655
44.0,Consumer Services,143,2085.18,0.045454545454545456
41.0,Consumer Services,9,2241.35,0.18195121951219514
9.65,Finance,21,2642.22,-0.0010362694300517913
24.53,Energy,124,1930.11,-0.04863432531593972
24.78,Energy,122,1830.61,0.031073446327683597
12.01,Capital Goods,132,1747.15,0.43213988343047455
12.9,Health Care,105,2088.0,0.17751937984496116
37.51,Consumer Services,113,2122.85,-0.009064249533457646
69.89,Consumer Services,117,2077.42,-0.46000858491915864
9.99,Consumer Services,49,1633.7,-0.02902902902902912
11.09,Consumer Services,107,1622.56,-0.0964833183047791
17.0,Consumer Durables,117,2102.15,0.1494117647058823
12.0,Consumer Services,1,1415.95,0.0
34.0,Miscellaneous,127,2171.37,-0.20294117647058818
9.45,Basic Industries,43,1936.92,0.0143915343915345
10.0,Finance,110,2075.15,-0.12100000000000008
18.0,Consumer Services,110,2039.82,-0.00777777777777781
24.98,Consumer Services,126,2182.87,-0.031224979983987235
24.53,Consumer Services,121,2072.78,0.04980839788014668
40.6,Technology,128,2163.75,-0.057635467980295646
5.97,Health Care,118,2102.31,-0.36515912897822445
17.63,Finance,121,2102.15,-0.259217243335224
18.48,Consumer Services,107,1978.34,0.23809523809523803
21.25,Capital Goods,62,2579.36,0.0018823529411764305
5.0,Public Utilities,72,2075.0,-0.3
12.72,Health Care,124,1925.15,0.07468553459119491
10.0,Health Care,72,1634.96,-0.1
17.96,Transportation,125,1875.63,0.00946547884187072
7.01,Health Care,124,1930.67,0.0827389443651926
16.32,Consumer Services,126,1872.18,0.2028186274509803
28.0,Consumer Services,140,2094.34,0.20785714285714288
34.0001,Consumer Services,44,2091.48,0.00796468245681613
28.04,Consumer Services,139,2094.34,0.19543509272467918
35.11,Technology,120,2000.12,-0.28481913984619767
42.0,Technology,25,2003.37,-0.3816666666666667
32.0,Consumer Non-Durables,145,2111.72,0.3396874999999999
10.73,Basic Industries,120,1450.99,0.30288909599254427
18.55,Technology,141,1603.26,0.7994609164420486
58.6,Health Care,123,1403.28,0.29692832764505117
9.9999,Finance,33,2263.79,0.0010100101001009564
14.0,Consumer Services,125,1405.87,-0.0071428571428571175
26.26,Miscellaneous,22,1351.95,-0.10891089108910902
11.56,Technology,121,2109.99,0.47664359861591693
24.95,Finance,49,2585.64,-0.0020040080160320926
12.27,Basic Industries,114,1709.67,0.2917685411572942
16.27,Finance,71,2581.07,0.3896742470805163
9.498,Health Care,73,2452.51,0.23289113497578456
7.61,Health Care,90,2105.26,-0.43101182654402104
16.705,Capital Goods,127,1782.59,0.13618677042801572
26.0,Finance,125,1862.31,0.3519230769230769
15.31,Capital Goods,121,2126.64,-0.08687132593076421
28.11,Health Care,131,2101.49,0.0750622554251156
19.06,Technology,123,2102.31,-0.23137460650577119
29.1,Technology,59,2562.1,0.325085910652921
45.2,Health Care,42,2099.84,-0.35840707964601776
16.08,Finance,111,1998.3,-0.32213930348258696
16.0,Consumer Durables,112,1872.01,-0.48124999999999996
27.1,Health Care,141,2185.79,0.31992619926199267
12.75,Finance,85,1927.11,0.06588235294117646
13.5,Energy,116,2297.42,-0.5948148148148149
28.23,Technology,92,2430.01,0.2298972724052426
128.1,Health Care,94,1956.98,-0.6592505854800936
23.91,Health Care,124,1692.56,0.5545796737766625
21.92,Consumer Services,122,2102.4,0.19251824817518243
16.655,Consumer Services,133,1960.96,0.256679675773041
9.72,Technology,140,2081.24,0.0
24.24,Technology,95,2075.32,-0.030940594059405944
16.65,Technology,108,1691.42,-0.269069069069069
30.0,Health Care,125,1344.9,0.49500000000000005
9.75,Finance,63,2433.14,0.0010256410256410037
10.09,Finance,55,2390.9,0.1179385530227948
13.09,Finance,138,1756.54,0.3666921313980138
43.2,Health Care,137,1639.04,0.01249999999999998
9.75,Technology,122,1930.11,0.016410256410256424
19.9,Technology,116,1558.71,0.09497487437185934
13.8,Technology,117,2035.33,-0.19927536231884058
6.4,Technology,60,1815.69,0.7187499999999999
9.65,Finance,50,2399.29,0.015544041450777238
10.0,Finance,81,2372.6,0.009999999999999964
25.35,Energy,127,1411.94,0.43431952662721884
19.0,Energy,118,2151.33,0.0036842105263158046
8.0,Technology,116,2153.74,0.26875000000000004
19.75,Capital Goods,137,1387.57,0.11392405063291139
113.82,Technology,109,1556.89,-0.22939729397293973
8.0,Health Care,117,1930.67,0.050000000000000044
14.0,Health Care,99,2440.69,0.1292857142857143
11.17,Consumer Services,122,2151.13,0.006266786034019721
9.73,Health Care,127,2040.04,0.7944501541623844
21.56,Finance,133,2076.06,0.18460111317254177
180.0,Consumer Services,124,1990.2,-0.1657222222222223
4.15,Technology,99,1987.01,-0.3614457831325302
25.0,Technology,42,2102.31,0.0
12.63,Technology,134,2081.24,-0.13143309580364212
11.5,Energy,108,1325.54,-0.12521739130434778
5.1501,Health Care,111,2181.9,0.3454301858216345
24.6996,Consumer Services,128,1885.08,0.006898897148131985
11.06,Technology,121,1959.53,0.0090415913200723
7.25,Health Care,109,2077.07,-0.32275862068965516
19.0,Technology,125,1402.6,-0.12052631578947363
23.28,Technology,128,2378.25,-0.06572164948453613
38.0,Consumer Durables,135,1646.06,0.09947368421052634
10.25,Health Care,125,2089.41,-0.09853658536585364
13.26,Health Care,114,2133.04,-0.07315233785822026
6.0,Technology,42,2168.48,-0.1166666666666667
8.96,Health Care,130,1660.06,1.1339285714285714
17.2528,Transportation,95,1888.53,-0.010595381619215449
15.0,Finance,125,1864.85,0.1973333333333334
19.43,Finance,125,1460.26,-0.07050952135872368
26.0,Energy,134,2147.26,0.7180769230769232
10.8,Health Care,115,1958.03,-0.22777777777777783
17.0,Finance,77,1639.77,0.002352941176470538
24.16,Consumer Services,128,1485.98,0.293046357615894
15.0,Health Care,63,2510.06,0.32399999999999995
20.51,Finance,132,2089.27,0.27742564602632847
19.25,Energy,136,2384.2,0.15480519480519483
32.0,Consumer Services,129,1606.28,0.3571875
17.1,Health Care,114,2102.15,-0.16374269005847955
31.32,Public Utilities,130,1960.96,0.10727969348659001
6.0,Health Care,120,1973.32,-0.27166666666666667
9.39,Energy,83,2436.1,0.03726304579339722
15.84,Consumer Services,106,2344.93,-0.2771464646464647
7.32,Basic Industries,97,2472.1,0.19808743169398896
10.35,Consumer Services,126,1755.2,0.2714975845410629
30.0,Technology,131,2002.33,0.09933333333333323
15.76,Basic Industries,59,2581.07,0.25951776649746205
9.82,Public Utilities,20,2096.29,0.008146639511201636
13.99,Finance,130,1839.78,0.2959256611865617
24.82,Finance,127,2102.95,-0.001208702659145896
24.67,Finance,127,2091.5,0.01661937576003229
24.78,Finance,120,1957.22,0.01361985472154958
17.2,Consumer Services,126,1337.89,0.1267441860465116
23.0,Basic Industries,144,2063.37,1.0121739130434784
16.11,Technology,113,2105.26,-0.15083798882681562
16.875,Public Utilities,103,2068.76,-0.6041481481481482
14.56,Health Care,66,2510.06,-0.28502747252747257
31.05,Health Care,107,2093.25,-0.43703703703703706
13.26,Finance,114,1770.61,-0.1191553544494721
8.14,Technology,74,1942.04,-0.10442260442260448
14.0,Finance,117,2381.38,0.26500000000000007
11.5,Consumer Non-Durables,41,1988.44,-0.12826086956521737
13.77,Health Care,126,2163.12,-0.7007988380537399
22.83,Technology,133,1362.16,0.32939115199299185
18.1,Health Care,125,1650.51,-0.006077348066298507
12.0,Consumer Services,123,2030.77,-0.07500000000000002
13.0,Consumer Services,109,1597.59,0.04461538461538462
12.7,Consumer Services,131,2112.93,0.02755905511811035
13.57,Finance,134,1365.91,0.6138540899042003
8.06,Health Care,127,1603.26,0.4354838709677419
24.58,Finance,128,2139.16,0.34174125305126113
5.58,Health Care,106,2093.32,0.0
21.0,Health Care,116,2057.14,-0.17619047619047615
26.1,Technology,117,2168.27,0.2057471264367815
21.55,Health Care,121,2076.78,-0.5814385150812065
57.6,Health Care,88,1693.87,-0.0555555555555556
24.5,Finance,133,1930.67,0.013469387755101972
17.55,Health Care,114,1951.36,-0.32877492877492887
7.7,Consumer Services,82,1681.55,0.03506493506493501
23.13,Health Care,127,2031.21,1.1037613488975355
16.59,Health Care,118,2088.48,-0.0886075949367089
7.32,Health Care,112,2019.64,-0.12021857923497266
163.08,Health Care,112,2001.57,-0.32008830022075063
11.26,Capital Goods,122,1782.59,0.12966252220248675
14.96,Consumer Services,118,1628.93,0.18783422459893037
15.2,Consumer Services,124,1628.93,0.14539473684210533
9.6499,Consumer Durables,114,1909.57,0.07254997461113577
10.06,Consumer Durables,115,1949.44,0.0685884691848906
14.5,Consumer Services,115,2089.27,-0.15034482758620688
11.0,Consumer Services,114,1646.06,2.6363636363636362
24.47,Public Utilities,120,2122.73,-0.47159787494891703
24.8,Consumer Services,62,2544.73,-0.05000000000000008
24.62,Consumer Services,123,2081.18,-0.16165718927701056
24.45,Finance,129,1631.38,-0.16237218813905926
102.5,Consumer Services,131,1842.98,0.00975609756097561
40.62,Finance,133,1387.57,-0.07385524372230429
14.44,Consumer Services,118,1556.89,-0.1437673130193905
14.5,Health Care,125,2160.77,-0.3655172413793104
10.57,Health Care,120,2296.68,-0.43046357615894043
16.08,Basic Industries,135,1690.5,0.5167910447761196
12.6105,Health Care,136,1978.34,0.5431584790452402
17.55,Basic Industries,117,1978.34,-0.0700854700854701
32.75,Public Utilities,140,1845.89,0.12793893129770986
22.6,Technology,127,2355.54,0.10309734513274328
20.57,Consumer Services,130,2124.29,-0.18813806514341277
25.05,Health Care,113,1689.37,0.13293413173652688
18.51,Finance,129,1721.54,0.49594813614262556
16.5,Energy,72,2500.6,0.08363636363636358
40.16,Health Care,120,1994.99,0.6394422310756974
26.12,Finance,129,2012.89,-0.35068912710566613
4.5,Health Care,95,2046.61,-0.05555555555555555
195.1,Health Care,111,1690.25,-0.2475653511019989
10.75,Technology,122,2126.64,-0.3479069767441861
114.25,Health Care,97,2089.46,-0.3238512035010941
23.0,Health Care,124,1692.77,0.48
18.16,Health Care,66,2553.17,-0.016519823788546294
15.0224,Basic Industries,124,1957.22,-0.10001065076152944
14.44,Consumer Services,123,1521.38,-0.2174515235457063
41.3,Health Care,121,1930.67,-0.25301452784503625
6.1655,Transportation,78,2102.63,-0.29530451707079713
9.69,Finance,18,2461.43,-0.006191950464396153
10.01,Finance,41,2472.54,-0.006993006993007022
10.51,Public Utilities,103,1660.06,-0.25643196955280684
16.15,Health Care,126,1946.72,1.063777089783282
29.5,Consumer Services,123,1857.62,0.15152542372881353
7.5,Health Care,107,1380.03,0.2
12.08,Health Care,108,2399.29,-0.29966887417218535
6.6,Finance,111,1849.04,-0.009090909090909031
13.58,Health Care,118,1804.76,0.3210603829160531
58.5587,Energy,128,1721.54,0.270122116781964
12.0,Basic Industries,100,1754.67,0.7416666666666666
16.12,Health Care,135,1815.69,0.18734491315136473
9.62,Transportation,74,1809.6,0.04677754677754689
53.1,Technology,124,1362.66,-0.03370998116760827
18.0,Transportation,111,2020.85,0.41055555555555556
8.06,Health Care,76,2075.81,0.7928039702233248
15.15,Technology,126,1842.98,0.19339933993399325
26.1,Finance,130,2139.43,-0.01609195402298857
25.88,Energy,126,1419.45,0.07187017001545593
26.75,Energy,106,1878.48,-0.028785046728971947
28.12,Consumer Services,121,1690.5,-0.28485064011379807
10.0,Health Care,100,1378.53,0.49000000000000005
15.76,Finance,132,2348.69,0.0862944162436549
23.99,Technology,129,1860.77,-0.14380992080033345
39.0,Public Utilities,108,2050.03,0.08974358974358974
21.19,Energy,128,1900.53,-0.11798017932987258
23.0,Public Utilities,132,1691.75,0.158695652173913
38.0,Health Care,133,1958.03,0.15473684210526323
19.7601,Health Care,94,2472.54,0.03440772060870137
6.56,Health Care,130,1613.2,2.14329268292683
6.0201,Consumer Non-Durables,64,2500.6,-0.2641318250527401
22.15,Consumer Non-Durables,130,1569.19,0.2004514672686231
18.72,Consumer Non-Durables,130,1923.82,0.20779914529914534
9.2,Consumer Services,127,1405.87,0.08695652173913052
13.25,Technology,128,1378.53,0.03245283018867923
18.15,Finance,118,1626.67,0.03966942148760344
17.49,Consumer Services,129,2048.72,0.08118925100057187
16.3601,Capital Goods,137,2165.17,1.0904517698547078
7.9,Finance,109,1885.52,0.08227848101265826
29.3,Consumer Services,117,1698.67,0.2187713310580205
6.3,Technology,82,2423.41,-0.5238095238095238
29.16,Finance,128,1942.74,-0.17318244170096025
29.0,Consumer Services,129,2271.72,-0.09620689655172411
15.89,Consumer Services,138,1906.13,0.9634990560100691
13.75,Consumer Services,130,2083.56,0.1527272727272727
4.1,Health Care,138,2047.63,0.5268292682926831
112.0,Health Care,122,1846.34,-0.3014285714285715
9.65,Consumer Services,45,2081.72,0.015544041450777238
55.0,Finance,116,2014.89,-0.27999999999999997
10.1,Consumer Services,125,2082.78,0.20198019801980208
7.09,Miscellaneous,122,2241.35,-0.18335684062059235
22.75,Consumer Non-Durables,128,1316.33,0.4237362637362638
13.02,Finance,40,2582.3,-0.4278033794162826
16.5,Basic Industries,66,2519.36,-0.12606060606060607
18.47,Health Care,144,2039.33,0.5224688684353006
24.07,Capital Goods,132,1365.74,0.4009140008309098
9.5,Consumer Durables,29,2089.41,0.033684210526315816
14.2,Health Care,119,2011.36,0.2253521126760563
19.0,Consumer Services,118,1403.28,-0.48736842105263156
6.6,Health Care,138,1430.15,0.2537878787878789
10.0,Health Care,126,1927.11,0.092
20.07,Consumer Services,110,2104.99,-0.1514698555057299
13.26,Technology,137,2372.6,0.052036199095022585
16.0,Technology,129,1995.83,-0.22812500000000002
32.0,Energy,131,1387.57,0.3274999999999999
28.1,Energy,143,1692.39,0.19323843416370104
15.63,Health Care,133,1588.19,0.06845809341010867
11.2,Health Care,113,2185.79,0.9812500000000003
5.27,Health Care,127,1829.08,1.3017077798861483
14.75,Health Care,125,1655.35,0.5193220338983051
15.61,Finance,134,2108.86,0.057014734144779027
18.0,Health Care,110,1866.52,-0.2777777777777778
12.25,Finance,117,2124.29,0.04081632653061224
14.85,Basic Industries,118,1295.5,-0.11986531986531983
4.05,Transportation,116,2109.79,-0.5478765432098764
36.0,Miscellaneous,116,2068.76,-0.012222222222222159
19.0,Consumer Services,123,2141.34,-0.026842105263157976
29.18,Finance,61,2561.26,-0.4544208361891707
14.07,Health Care,116,2091.48,-0.4918265813788202
16.81,Miscellaneous,131,1614.42,0.8536585365853661
12.0,Technology,126,1440.67,0.09083333333333332
68.01,Technology,116,2058.2,0.23555359505954998
32.98,Consumer Services,125,2026.14,0.28138265615524566
14.6,Technology,117,2111.72,0.44863013698630133
6.39,Health Care,129,1911.91,0.4507042253521127
21.0,Consumer Services,119,1656.4,0.21571428571428578
15.15,Technology,131,1872.01,-0.1425742574257426
27.1,Consumer Services,108,1878.04,-0.12952029520295208
14.61,Health Care,127,1751.64,-0.18412046543463378
55.0,Capital Goods,126,2018.94,-0.2358181818181818
41.85,Health Care,132,1782.59,0.13476702508960575
13.0,Health Care,104,2139.43,0.7246153846153848
23.25,Finance,96,2477.83,0.14537634408602146
19.29,Finance,90,2472.1,0.34836702954898924
11.1,Health Care,81,1461.89,-0.03603603603603607
8.0,Health Care,141,1949.44,1.4562499999999998
16.0,Consumer Services,64,2575.21,-0.020625000000000004
9.9,Basic Industries,111,1314.5,-0.2898989898989899
8.25,Health Care,112,1878.04,-0.2951515151515151
13.5,Finance,132,1419.45,0.3866666666666666
8.5,Technology,110,1920.03,-0.32941176470588235
11.03,Health Care,129,2090.1,1.172257479601088
8.3,Capital Goods,45,2626.07,-0.08795180722891571
24.5,Capital Goods,132,2294.69,0.22857142857142862
14.0,Consumer Services,119,1692.09,-0.0014285714285713982
4.1,Health Care,138,1461.4,0.27317073170731715
29.25,Health Care,116,1990.2,-0.5723076923076924
30.32,Consumer Services,143,1414.2,0.15303430079155675
141.2,Basic Industries,103,2122.73,-0.5694050991501416
32.5,Finance,130,1432.84,0.38000000000000006
16.18,Finance,116,1405.54,0.027812113720642725
25.4,Finance,117,1693.87,0.17165354330708674
9.75,Miscellaneous,37,1988.87,-0.016410256410256424
15.75,Public Utilities,116,2012.89,-0.023492063492063443
11.89,Consumer Services,143,2021.94,1.1732548359966357
12.06,Finance,122,2102.95,0.23631011608623548
17.1,Technology,111,1691.75,0.2713450292397659
15.75,Consumer Services,52,2510.06,1.8977777777777778
9.95,Energy,56,2059.74,0.015075376884422148
10.0,Energy,62,2022.19,0.03300000000000001
19.98,Energy,122,1391.57,-0.08758758758758758
8.54,Consumer Services,137,1398.08,0.26463700234192056
24.02,Technology,119,2126.64,-0.32764363030807664
18.25,Consumer Services,137,2095.15,0.1534246575342466
19.99,Energy,135,1838.7,0.39569784892446225
45.0,Health Care,112,2108.58,-0.5022222222222222
17.12,Technology,126,1890.9,-0.35806074766355145
10.4,Capital Goods,114,2099.84,0.14230769230769236
21.0,Health Care,127,1773.43,0.5876190476190478
11.5,Health Care,108,1985.54,0.5165217391304349
90.0,Health Care,99,1357.99,2.433333333333333
19.0,Technology,129,1403.28,-0.17105263157894737
38.5,Basic Industries,106,1937.78,-0.2587012987012987
24.0,Consumer Services,75,2507.04,-0.19166666666666674
10.01,Basic Industries,122,1931.59,-0.015984015984015998
23.21,Health Care,68,2552.07,0.12279190004308478
16.03,Technology,126,1864.85,0.13849033063006855
18.5,Consumer Services,102,2434.5,-0.03243243243243251
26.1,Health Care,138,1978.22,0.6762452107279693
31.35,Technology,142,1697.6,0.14736842105263148
13.0,Technology,58,2578.85,0.5684615384615385
108.36,Transportation,102,1775.5,-0.029900332225913574
11.27,Finance,123,1613.2,0.3016858917480036
9.975,Health Care,111,2033.11,-0.6190476190476191
10.5,Finance,31,2020.85,0.11904761904761904
5.7315,Basic Industries,124,1517.01,-0.5032888423623832
10.71,Health Care,116,2057.14,0.18580765639589153
25.0,Consumer Services,119,1545.8,0.005999999999999943
12.0,Finance,52,2578.85,0.1058333333333333
25.0,Finance,114,1828.46,-0.24040000000000006
9.9,Finance,37,2180.39,0.010101010101010065
10.02,Finance,68,2139.16,0.039321357285429334
13.78,Health Care,46,2578.85,-0.20029027576197386
13.4,Technology,114,2091.58,0.006716417910447751
8.63,Health Care,110,1881.14,-0.09617612977983787
18.1178,Energy,127,2150.49,0.1171334267957478
23.76,Energy,130,1433.19,0.24452861952861946
21.14,Energy,111,1385.14,-0.019394512771996223
30.26,Consumer Services,114,1555.25,-0.008592200925313997
19.49,Technology,130,2056.15,0.3986659825551567
13.9,Health Care,116,2085.45,0.3733812949640287
17.76,Technology,56,2564.62,0.3885135135135134
17.08,Consumer Services,141,1957.22,0.4994145199063233
10.06,Finance,102,1411.13,0.05864811133200794
13.8917,Finance,133,1888.53,0.037669975596939104
14.8,Consumer Services,49,2578.85,0.48040540540540533
33.0,Consumer Services,120,1706.87,0.1384848484848485
11.97,Consumer Services,116,1998.3,0.24143692564745184
4.75,Consumer Services,92,2434.5,0.17473684210526316
11.5,Technology,124,2404.39,2.2113043478260868
16.95,Health Care,131,1923.82,-0.2861356932153392
45.12,Consumer Services,117,1994.99,0.5367907801418441
31.5,Energy,131,1982.3,0.2365079365079366
24.11,Technology,129,2130.82,0.5860638739112403
28.0,Consumer Services,127,1428.59,0.5246428571428571
15.99,Health Care,129,1982.3,0.19074421513445897
21.5,Consumer Services,134,1352.63,0.1534883720930233
25.49,Consumer Non-Durables,132,2064.11,0.39976461357395066
8.26,Consumer Services,117,2063.5,-0.21186440677966104
8.0,Public Utilities,111,2039.33,0.48875
15.77,Basic Industries,122,1324.09,-0.2320862396956246
19.81,Consumer Services,120,1517.93,-0.08278647147905084
15.75,Health Care,97,2039.33,1.3650793650793651
20.27,Transportation,116,2439.07,-0.3339911198815984
20.57,Public Utilities,130,1440.67,0.08653378706854647
9.75,Health Care,111,2101.04,0.27282051282051284
10.0,Consumer Non-Durables,76,2147.26,0.03499999999999996
23.5,Technology,117,2381.92,-0.36638297872340425
15.43,Energy,98,2179.98,0.11147116007777051
18.57,Transportation,132,2357.49,0.15401184706515883
11.75,Health Care,119,1993.4,0.03319148936170217
8.0,Basic Industries,102,2246.19,-0.08875
18.5,Health Care,84,2475.42,0.368108108108108
18.0,Consumer Services,103,1961.63,-0.08944444444444441
13.0,Technology,45,2584.62,-0.36538461538461536
25.0,Consumer Services,115,2180.38,0.002095999999999947
24.9,Consumer Services,58,2555.24,0.0008875502008032846
11.0,Energy,128,2390.9,0.5845454545454545
8.835,Public Utilities,120,1969.95,-0.157328805885682
30.91,Technology,120,1376.92,0.20446457457133604
19.0,Health Care,118,2100.44,-0.2063157894736842
10.83,Health Care,64,2579.85,0.32502308402585406
9.12,Consumer Services,112,1864.85,-0.3684210526315789
9.0,Technology,134,2081.24,0.6455555555555557
5.05,Technology,15,1409.46,-0.009900990099009866
7.7488,Consumer Services,137,1460.26,0.3563777617179435
99.25,Basic Industries,135,1952.29,-0.09561712846347602
36.02,Finance,135,2068.76,-0.046363131593559176
17.34,Energy,127,1759.77,0.05767012687427912
28.5,Health Care,114,2124.29,-0.40701754385964917
5.8501,Health Care,97,2169.18,0.0256234936154937
11.9275,Technology,103,2433.14,0.26765877174596514
21.28,Technology,138,1432.84,0.5319548872180451
37.5,Technology,35,1519.79,1.0
22.14,Consumer Services,129,1782.0,0.05374887082204145
7.75,Health Care,103,2108.1,-0.3006451612903226
5.4591,Consumer Services,75,1733.15,0.09089410342364125
9.88,Finance,38,2126.41,0.032388663967611184
9.93,Finance,40,2183.87,0.037260825780463344
11.0,Health Care,124,1507.84,1.2127272727272727
10.02,Finance,38,2587.84,0.0029940119760480176
19.25,Consumer Services,141,2051.8,0.22337662337662342
19.1489,Basic Industries,124,2065.95,0.3038190183248123
22.52,Energy,128,1460.26,0.2726420959147425
5.2,Health Care,117,1405.82,1.1076923076923078
11.25,Finance,135,2040.04,0.35644444444444445
100.0,Capital Goods,123,2390.9,0.14650000000000005
18.0,Basic Industries,128,1485.98,0.2572222222222222
22.0,Public Utilities,123,1414.2,0.15727272727272731
22.6,Finance,137,1930.67,0.31637168141592914
19.61,Health Care,137,2031.92,0.6287608363080063
14.58,Health Care,120,2098.86,-0.12071330589849107
9.4,Consumer Services,63,1837.49,0.030851063829787143
17.55,Basic Industries,127,1363.72,0.1270655270655271
5.6399,Basic Industries,132,2091.5,3.2961754641039733
50.05,Finance,100,1977.1,-0.24675324675324664
14.75,Miscellaneous,116,1329.1,0.006779661016949128
12.0,Finance,126,2031.92,0.08583333333333328
14.75,Health Care,107,1877.86,0.5722033898305086
24.65,Finance,123,1551.69,-0.03164300202839747
25.0,Finance,70,2461.43,-0.027199999999999988
10.0,Health Care,137,2170.06,0.577
9.21,Health Care,106,1994.99,0.43322475570032554
32.1,Consumer Services,111,1761.64,0.0738317757009345
27.82,Health Care,122,2077.42,-0.3080517613227894
26.5,Technology,140,2052.23,-0.12490566037735844
9.05,Consumer Services,109,1888.77,0.49723756906077343
30.08,Public Utilities,124,2088.0,-0.2569813829787233
21.5,Public Utilities,132,1650.34,0.08837209302325574
33.0,Public Utilities,120,1978.22,-0.060909090909090954
5.06,Capital Goods,112,1872.83,0.03754940711462459
9.5,Consumer Durables,22,1357.99,0.03156842105263149
5.3,Consumer Non-Durables,108,1588.19,-0.11698113207547173
12.0,Consumer Services,10,1854.29,0.17499999999999996
